key,ability,ability_name,description,tooltip,maxrank,cooldown,cost,maxammo,range
6,Q,Corrosive Charge,"Fires an explosive charge at the target location, dealing physical damage and slowing enemies caught in the explosion.","Urgot fires an explosive charge, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> and <status>Slowing</status> by {{ slowamount*100 }}% for {{ slowduration }} seconds.",5,10_9.5_9_8.5_8,70_70_70_70_70,-1,800
6,W,Purge,Urgot slows himself while he unloads his weapon on nearby enemies. Prioritizes enemy champions Urgot has recently struck with other abilities and triggers Echoing Flames.,"<spellPassive>Passive:</spellPassive> Urgot's other Abilities mark the last champion hit for 5 seconds.<br /><br /><spellActive>Active:</spellActive> Urgot begins firing his chain gun at the closest enemy, prioritizing marked enemies. He Attacks them {{ e8 }} times a second dealing <physicalDamage>{{ damagepershot }} physical damage</physicalDamage> per shot. Urgot can move while firing and has {{ e2 }}% <status>Slow</status> resistance, but loses <speed>{{ e5 }} Move Speed</speed>.<br /><br />At max rank, this Ability lasts indefinitely and can be <toggle>Toggled</toggle> on and off.",5,12_9_6_3_0,40_30_20_10_0,-1,490
6,E,Disdain,"Urgot charges in a direction, shielding himself and trampling non-champion enemies. If he catches an enemy champion, he will stop and hurl them out of his way.","Urgot charges forward, gaining <shield>{{ etotalshieldhealth }} Shield</shield> for {{ eshieldduration }} seconds. The first champion hit is <status>Stunned</status> and thrown behind Urgot. All enemies Urgot collides with take <physicalDamage>{{ edamage }} physical damage</physicalDamage>.",5,16_15.5_15_14.5_14,60_70_80_90_100,-1,475
6,R,Fear Beyond Death,"Urgot fires a chem-drill that impales the first enemy champion hit. If that champion falls below a health threshold, Urgot judges them weak and can execute them.","Urgot fires a chem-drill, impaling the first champion hit, dealing <physicalDamage>{{ rcalculateddamage }} physical damage</physicalDamage> and <status>Slowing</status> for {{ rslowduration }} seconds by 1% per 1% missing Health, up to {{ rmovespeedmod }}%.<br /><br />If the impaled victim falls below {{ rhealththreshold }}% Health, Urgot can <recast>Recast</recast> this Ability, <status>Suppressing</status> the victim and dragging them to himself. On reaching Urgot, they are killed and nearby enemies are <status>Feared</status> for {{ rfearduration }} seconds.",3,100_85_70,100_100_100,-1,2500
110,Q,Piercing Arrow,Varus readies and then fires a powerful shot that gains extra range and damage the longer he spends preparing to fire.,"<charge>Begin Charging:</charge> Varus draws back his next shot, <status>Slowing</status> himself by {{ e7 }}%. After {{ e5 }} seconds, if not fired, Varus will cancel the Ability and refund {{ e4 }}% of its Mana cost.<br /><br /><release>Release:</release> Varus releases the arrow, dealing <physicalDamage>{{ totaldamagemintooltip }} physical damage</physicalDamage>, reduced by {{ e3 }}% per enemy hit (minimum {{ e9 }}%). Damage and <keywordMajor>Blight</keywordMajor> detonation effects are increased by up to {{ maxchargeamp*100 }}% based on charge time (maximum <physicalDamage>{{ totaldamagemax }}</physicalDamage>) .",5,16_15_14_13_12,65_70_75_80_85,-1,925
110,W,Blighted Quiver,"Passive: Varus' basic attacks deal bonus magic damage and apply Blight. Varus' other abilities detonate Blight, dealing magic damage based on the target's maximum Health. Active: Varus empowers his next Piercing Arrow.","<spellPassive>Passive: </spellPassive>Varus' Attacks deal an additional <magicDamage>{{ onhitdamage }} magic damage</magicDamage> and apply a <keywordMajor>Blight</keywordMajor> stack for {{ e3 }} seconds (max {{ e4 }} stacks).<br /><br />Varus' other Abilities detonate <keywordMajor>Blight</keywordMajor> stacks dealing <magicDamage>{{ percenthpperstack }} max Health magic damage</magicDamage> per stack (max <magicDamage>{{ maxpercenthpperstack }} max Health damage</magicDamage>). Detonating <keywordMajor>Blight</keywordMajor> on champions and epic monsters also reduces his basic Abilities' Cooldowns by {{ cdrperblightstack*100 }}% of their Maximum per stack.<br /><br /><spellActive>Active:</spellActive> Varus' next <spellName>Piercing Arrow</spellName> deals an additonal <magicDamage>{{ qempowerpercenthp }} missing Health magic damage</magicDamage>, increased up to <magicDamage>{{ maxqempowerpercenthp }} missing Health damage</magicDamage> based on charge time.",5,40_40_40_40_40,0_0_0_0_0,-1,750
110,E,Hail of Arrows,Varus fires a hail of arrows that deal physical damage and desecrate the ground. Desecrated ground slows enemies' Movement Speed and reduces their self healing and regeneration.,"Varus fires a hail of arrows that deals <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> and desecrates the ground for {{ e3 }} seconds, <status>Slowing</status> enemies by {{ e2 }}% and applying {{ grievousamount*100 }}% Grievous Wounds.",5,18_16_14_12_10,80_80_80_80_80,-1,925
110,R,Chain of Corruption,"Varus flings out a damaging tendril of corruption that immobilizes the first enemy champion hit and then spreads towards nearby uninfected champions, immobilizing them too on contact.","Varus flings out a tendril of corruption, <status>Rooting</status> the first champion hit for {{ e2 }} seconds and dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>. <status>Rooted</status> enemies gain {{ e4 }} <keywordMajor>Blight</keywordMajor> stacks over the duration.<br /><br />The corruption spreads from its target to uninfected enemy champions. If it reaches them, they take the same damage and <status>Root</status>.",3,100_80_60,100_100_100,-1,1300
67,Q,Tumble,"Vayne tumbles, maneuvering to carefully place her next shot. Her next attack deals bonus damage.","Vayne rolls a short distance, and deals an additional <physicalDamage>{{ adratiobonus }} physical damage</physicalDamage> on her next Attack.<br /><br /><rules>This Ability triggers spell effects upon dealing damage.</rules>",5,4_3.5_3_2.5_2,30_30_30_30_30,-1,300
67,W,Silver Bolts,"Vayne tips her bolts with a rare metal, toxic to evil things. The third consecutive attack or ability against the same target deals a percentage of the target's max health as bonus true damage.",<spellPassive>Passive</spellPassive>: Every third consecutive Attack or Ability against an enemy deals an additional <trueDamage>{{ maxhealthratio*100 }}% max Health true damage</trueDamage>.,5,0_0_0_0_0,0_0_0_0_0,-1,750
67,E,Condemn,"Vayne draws a heavy crossbow from her back, and fires a huge bolt at her target, knocking them back and dealing damage. If they collide with terrain, they are impaled, dealing bonus damage and stunning them.","Vayne fires a bolt that <status>Knocks Back</status> and deals <physicalDamage>{{ totaldamage }} physical damage</physicalDamage>. If the target collides with terrain, they take <physicalDamage>{{ empowereddamagett }} bonus physical damage</physicalDamage> and become <status>Stunned</status> for {{ stunduration }} seconds. ",5,20_18_16_14_12,90_90_90_90_90,-1,550
67,R,Final Hour,"Readying herself for an epic confrontation, Vayne gains increased Attack Damage, Invisibility during Tumble, reduced Tumble cooldown, and more bonus Movement Speed from Night Hunter","Vayne gains <physicalDamage>{{ bonusattackdamage }} Attack Damage</physicalDamage> for {{ baseduration }} seconds, extended by {{ durationtoadd }} seconds whenever a champion damaged by Vayne dies within {{ damagedmarkerduration }} seconds. Additionally, during the duration:<li><spellName>Night Hunter</spellName> instead grants <speed>{{ movementspeed }} Move Speed</speed>.<li>The Cooldown of <spellName>Tumble</spellName> is reduced by {{ tumblecdreduction }}%, and grants <keywordStealth>Invisibility</keywordStealth> for {{ tumblestealthduration }} second.",3,100_85_70,80_80_80,-1,1
45,Q,Baleful Strike,Veigar unleashes a bolt of dark energy that deals magic damage to the first two enemies hit. Units killed by this bolt grant Veigar some ability power permanently.,"Veigar unleashes a bolt of dark energy, dealing <magicDamage>{{ totaldamagetooltip }} magic damage</magicDamage> to the first two enemies hit.<br /><br />If Veigar kills an enemy with this Ability, he gains a stack of <keywordMajor>Phenomenal Evil</keywordMajor>. Champions, large minions and large jungle monsters grant two.",5,7_6.5_6_5.5_5,30_35_40_45_50,-1,900
45,W,Dark Matter,"Veigar calls a great mass of dark matter to fall from the sky to the target location, dealing magic damage when it lands. Stacks of Phenomenal Evil reduce Dark Matter's cooldown.","Veigar summons dark matter from the sky, dealing <magicDamage>{{ totaldamagetooltip }} magic damage</magicDamage>.<br /><br />Every 50 stacks of <keywordMajor>Phenomenal Evil</keywordMajor> reduce this Ability's Cooldown by 10%.",5,0_0_0_0_0,60_65_70_75_80,-1,900
45,E,Event Horizon,"Veigar twists the edges of space, creating a cage that Stuns enemies that pass through.","Veigar twists the edges of space, creating a cage that <status>Stuns</status> enemies that pass through for {{ e1 }} seconds. The cage lasts for 3 seconds.",5,18_16.5_15_13.5_12,70_75_80_85_90,-1,725
45,R,Primordial Burst,"Blasts target enemy champion, dealing a large amount of magic damage, increasing based on the target's missing health.","Veigar blasts an enemy champion with primal magic to deal between <magicDamage>{{ mindamagetooltip }} and {{ maxdamagetooltip }} magic damage</magicDamage>, increasing with the target's missing Health. Damage is maximized against enemies below 33% Health.",3,120_90_60,100_100_100,-1,650
161,Q,Plasma Fission,Vel'Koz shoots a bolt of plasma that splits in two on reactivation or upon hitting an enemy. The bolt slows and damages on hit.,"Vel'Koz shoots a plasma bolt that deals <magicDamage>{{ totaldamage }} magic damage</magicDamage> and <status>Slows</status> by {{ slowamount*100 }}% decaying over {{ slowduration }} second(s). At the end of it's range, on hitting a target, or on <recast>Recasting</recast>, the bolt splits and fires two new bolts at a 90 degree angle.<br /><br />Killing a unit with this restores <scaleMana>{{ tooltipmanarefund }} Mana</scaleMana>.",5,7_7_7_7_7,40_45_50_55_60,-1,1050
161,W,Void Rift,"Vel'Koz opens a rift to the void that deals an initial burst of damage, then explodes for a second burst of damage after a delay.","Vel'Koz opens a rift to the void, dealing <magicDamage>{{ initialdamage }} magic damage</magicDamage>. The rift then erupts, dealing <magicDamage>{{ secondarydamage }} magic damage</magicDamage>.<br /><br />This Ability has 2 charges ({{ ammorechargetime }} second refresh).",5,1.5_1.5_1.5_1.5_1.5,50_55_60_65_70,2,1050
161,E,Tectonic Disruption,"Vel'Koz causes an area to explode, knocking up enemies, and knocking close enemies slightly away.","Vel'Koz disrupts a nearby area, causing it to explode, <status>Knocking Up</status> for {{ e2 }} seconds and dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>. Enemies close to Vel'koz will be <status>Knocked Back</status> instead of <status>Knocked Up</status>.",5,16_15_14_13_12,50_55_60_65_70,-1,810
161,R,Life Form Disintegration Ray,Vel'Koz unleashes a channelled beam that follows the cursor for 2.5 seconds that deals magic damage. Organic Deconstruction Researches enemy champions causing them to take true damage instead.,"Vel'Koz channels a ray of energy that follows the cursor, dealing a total of <magicDamage>{{ totaldamage }} magic damage</magicDamage> over 2.5 seconds and <status>Slowing</status> by {{ e3 }}%. Deals <trueDamage>true damage</trueDamage> instead to enemies recently damaged by <spellName>Organic Deconstruction</spellName>.<br /><br />Enemies gain stacks of <keywordMajor>Deconstruction</keywordMajor> periodically while in the beam.",3,120_100_80,100_100_100,-1,1575
711,Q,Mistral Bolt,Launch a damaging missile that accelerates mid-flight.,"Vex launches a wave of mist that deals <magicDamage>{{ qdamagecalc }} magic damage</magicDamage>. After a delay, the wave becomes smaller and faster.<br /><br />Consumes <keywordMajor>Gloom</keywordMajor> on enemies hit.",5,9_8_7_6_5,45_50_55_60_65,-1,1200
711,W,Personal Space,Gain a shield and damage nearby enemies.,Vex gains <shield>{{ shieldcalc }} Shield</shield> for {{ shieldduration }} seconds and emits a shockwave that deals <magicDamage>{{ wdamagecalc }} magic damage</magicDamage>.<br /><br />Consumes <keywordMajor>Gloom</keywordMajor> on enemies hit.,5,20_18_16_14_12,75_75_75_75_75,-1,475
711,E,Looming Darkness,Summon a damaging and slowing zone that applies Gloom to enemies.,"Vex commands Shadow to fly to a location, increasing in size as it travels. Upon arriving, it deals <magicDamage>{{ edamagecalc }} magic damage</magicDamage> and <status>Slows</status> by {{ slowamount*100 }}% for {{ slowduration }} seconds.<br /><br />Applies <keywordMajor>Gloom</keywordMajor> to enemies hit.",5,13_13_13_13_13,70_80_90_100_110,-1,800
711,R,Shadow Surge,Fire a missile that marks an enemy champion.  Recast to dash to them and deal damage.,"Shadow excitedly surges forward, dealing <magicDamage>{{ spell.vexr:rdamagecalc }} magic damage</magicDamage> and marking the first enemy champion hit for 4 seconds.<br /><br /><recast>Recast</recast>: Dash to the marked champion, dealing <magicDamage>{{ spell.vexr:recastdamagecalc }} magic damage</magicDamage> on arrival.<br /><br />If the marked champion dies within {{ spell.vexr:takedownwindow }} seconds of taking damage from this Ability, its Cooldown is temporarily reset.",3,140_120_100,100_100_100,-1,2000/2500/3000
